name,reviewrate,reviewdate,reviewtext
Donnie Darko,8/10,11 November 2023,Stuff definitely happened
Donnie Darko,8/10,9 November 2023,"A complex story about adolescence, alternate realities, and the possibility that we are not masters of our own destiny"
Donnie Darko,8/10,31 October 2023,"A strange surreal journey that's equal parts nostalgic and alien, it's little wonder Donnie Darko has become a cult cinema touchstone"
Prisoners,4/10,28 December 2023,Lazy
Prisoners,10/10,23 December 2023,A VERY GOOD UNCOMFORTABLE MOVIE
Prisoners,10/10,22 December 2023,An all time great film
Prisoners,9/10,20 December 2023,Spine Chilling!!!!
Prisoners,8/10,6 December 2023,That ending and detective work sure was a maze
Prisoners,1/10,20 November 2023,"Poor, implausible, violent for the sake of it"
Prisoners,7/10,19 November 2023,A tough but worthwhile watch
Prisoners,9/10,18 November 2023,A hidden truth. A desperate search.
Prisoners,6/10,16 November 2023,C
Prisoners,9/10,13 November 2023,"Oh man, it was good. Really good. Really really good"
The Batman,10/10,2 January 2024,The best batman we've had(all my opinion)
The Batman,8/10,1 January 2024,"""Batman"" is a huge film, both in length and plot, a noir adaptation focused more on the detective side of our hero, such as ""The Long Halloween"", ""Year Zero"" and ""Year One"""
The Batman,9/10,1 January 2024,EXCELLENT!
The Batman,1/10,30 December 2023,Master class in how to ruin a beloved character
The Batman,6/10,29 December 2023,The Batman: A Visually Striking Journey Marred by an Incongruous Finale
The Batman,LauraAnnG,29 December 2023,Not bad. Maybe a bit too long.
The Batman,1/10,27 December 2023,"Wow, 3hrs of Just Awful : ("
The Batman,2/10,27 December 2023,What I think of Robert Pattinson
The Batman,1/10,26 December 2023,The worst of the Batman movies
The Batman,7/10,25 December 2023,Exciting Movie...Could be way better
Knives Out,8/10,31 December 2023,Nice Old Fashion Mystery
Knives Out,5/10,24 December 2023,Good yet in some ways all too predicable
Knives Out,7/10,21 December 2023,"Finally a clever, slickly produced entertainment movie for adults"
Knives Out,1/10,21 December 2023,Disservice to Murder Mysteries!
Knives Out,10/10,19 December 2023,"Modern day Poirot, one of the best of 2019"
Knives Out,1/10,18 December 2023,This thing won awards?
Knives Out,8/10,12 December 2023,"An original tale of murder and family relationships, bringing suspense, humor and a considerable number of plot twists in the construction of this amazing experience"
Knives Out,10/10,6 December 2023,My favorite movie ever
Knives Out,3/10,27 November 2023,Long on style short on substance...
Knives Out,9/10,23 November 2023,The Cosiest
Arrival,10/10,30 December 2023,One of the best movies I've ever seen
Arrival,9/10,27 December 2023,Watch it and decide for yourself
Arrival,6/10,23 December 2023,Good but not great.
Arrival,10/10,22 December 2023,Mythologies for the modern age
Arrival,10/10,9 December 2023,Not like anything you've ever seen
Arrival,2/10,2 December 2023,"Pretentious, unimaginative"
Arrival,9/10,25 November 2023,That's how you tell a story!
Arrival,4/10,25 November 2023,Confused and Confusing
Arrival,9/10,23 November 2023,As good if not better than the first time I watched it.
Arrival,10/10,19 November 2023,A gem of a film
Apocalypse Now,10/10,17 December 2023,Colossal
Apocalypse Now,7/10,11 December 2023,Apocalypse Now (1979) Best war film or exaggeration?
Apocalypse Now,7/10,25 November 2023,Good.but a bit overhyped
Apocalypse Now,searchanddestroy-1,23 November 2023,Monument of a movie
Apocalypse Now,10/10,22 November 2023,Stunning achievement in war cinema and filmmaking as a whole
Apocalypse Now,9/10,17 November 2023,I love it!
Apocalypse Now,9/10,2 November 2023,Sublime
Apocalypse Now,10/10,30 October 2023,Apocalypse Now: A Cinematic Odyssey Through Madness
Apocalypse Now,8/10,21 October 2023,"Perhaps the Methods Were Sound, Afterall."
Apocalypse Now,10/10,20 October 2023,Francis Ford Coppola makes art
Now You See Me,5/10,1 January 2024,A Confusing First Instalment
Now You See Me,5/10,30 December 2023,"Devoid of true excitement, yet entertaining"
Now You See Me,6/10,18 December 2023,The magic is lost on me
Now You See Me,6/10,3 December 2023,Watch Leverage Instead
Now You See Me,8/10,26 November 2023,[7.6] Mirrors side by side
Now You See Me,10/10,12 August 2023,This thriller immerses us in world of illusion.
Now You See Me,9/10,9 August 2023,Unpredictable/Surprising in a good way
Now You See Me,7/10,28 July 2023,Unpredictable
Now You See Me,10/10,22 July 2023,Fast-paced - great cast - high-quality realization - thrills from the first to the last minute
Now You See Me,5/10,9 July 2023,Bad Main Casting
"Food, Inc.",9/10,19 December 2023,Review for Resource Use Class (stirring film for sure)
"Food, Inc.",2/10,23 November 2023,Only a tad better than a Michael Moore exposé
"Food, Inc.",9/10,21 July 2022,Healthy products are essential for a healthy life.
"Food, Inc.",8/10,10 May 2022,Succinct in Sixteen
"Food, Inc.",10/10,10 May 2021,One of my personal favorites! Recommend everyone see this at least once
"Food, Inc.",5/10,1 November 2020,intro to western food politics
"Food, Inc.",10/10,29 July 2020,Great movie and not all dark!
"Food, Inc.",6/10,28 June 2020,Food Engineering Review
"Food, Inc.",10/10,27 June 2020,Loved this movie!
"Food, Inc.",8/10,21 June 2020,Very informative
Before the Flood,7/10,28 November 2023,We have to consider about climate change
Before the Flood,7/10,28 November 2023,We all should think about climate change
Before the Flood,9/10,27 November 2023,Before the Flood
Before the Flood,9/10,22 November 2023,Warning about climate change from Leonardo DiCaprio and people around the world
Before the Flood,9/10,22 November 2023,It is a great movie to learn about environment
Before the Flood,6/10,22 November 2023,Before the Flood
Before the Flood,4/10,22 November 2023,we have to change our mind
Before the Flood,9/10,13 October 2023,Mesmerizing ! to open our eyes.
Before the Flood,10/10,13 October 2023,Save our planet the Earth
Before the Flood,10/10,13 October 2023,The world in our power
Born Into Brothels: Calcutta's Red Light Kids,8/10,14 July 2023,documentary with heart💗
Born Into Brothels: Calcutta's Red Light Kids,8/10,5 April 2023,Amazing work is crown with a well crafted documentary
Born Into Brothels: Calcutta's Red Light Kids,10/10,1 April 2023,There is always a way.
Born Into Brothels: Calcutta's Red Light Kids,10/10,27 March 2023,Born into Brothels: Calcutta's Red Light Kids - An Honest and Moving Documentary Highlighting the Struggles and Strengths of Children in Poverty
Born Into Brothels: Calcutta's Red Light Kids,8/10,23 March 2023,Such an inspiration!
Born Into Brothels: Calcutta's Red Light Kids,8/10,16 December 2022,"A very powerful, hard hitting documentary."
Born Into Brothels: Calcutta's Red Light Kids,6/10,23 May 2022,These Mean Streets
Born Into Brothels: Calcutta's Red Light Kids,8/10,1 April 2022,Such a sad story about poverty and the class system in India.
Born Into Brothels: Calcutta's Red Light Kids,5/10,28 March 2022,A documentary that hard to review
Born Into Brothels: Calcutta's Red Light Kids,8/10,21 February 2022,Sad and Adorable
Requiem for the American Dream,7/10,7 July 2023,"Typical Noam Chomsky fare, not necessarily a bad thing."
Requiem for the American Dream,8/10,15 September 2022,Critique of the socioeconomic landscape of the USA
Requiem for the American Dream,10/10,18 July 2022,Absolutely stunning.
Requiem for the American Dream,8/10,10 April 2021,Way out
Requiem for the American Dream,10/10,7 October 2020,A must see
Requiem for the American Dream,jbryceyoung,28 August 2020,Really? This is the brain trust intellectual?
Requiem for the American Dream,7/10,24 May 2020,Noam Chomsky for better or worse
Requiem for the American Dream,9/10,23 May 2020,A resounding success
Requiem for the American Dream,10/10,11 May 2020,Ameriu policies explained in a nutshell
Requiem for the American Dream,10/10,16 March 2020,Capitalism and economic equality - absolutely relevant right now
The Square,1/10,2 May 2020,"Shady, totally obvious propaganda movie"
The Square,8/10,17 March 2020,I cried twice or more
The Square,10/10,11 January 2020,Powerful on the scene doc on The Light that Failed in Egypt in 2013
The Square,10/10,2 August 2019,One of my favorite documentaries of the year
The Square,10/10,22 April 2015,Incredible On the Spot doc of the Light that Failed in Egypt in 2013
The Square,9/10,15 March 2015,Relic!
The Square,9/10,12 February 2015,inspirational Movie
The Square,8/10,30 October 2014,Reel Look: 'Al-Midan' (The Square)
The Square,9/10,30 October 2014,The Square Review
The Square,bjohnson01328,28 October 2014,The Square
Racing Extinction,9/10,20 April 2023,Extremely informative and eyeopening
Racing Extinction,10/10,26 November 2021,"Eye opening, Heart touching, Stunning Document."
Racing Extinction,1/10,7 August 2021,"Propaganda, from ignorant, self-hating Humans"
Racing Extinction,9/10,7 May 2021,Nice film
Racing Extinction,7/10,1 December 2020,Eye opening film to change your perspective on the world
Racing Extinction,10/10,30 November 2020,Racing Extinction Movie Review
Racing Extinction,9/10,30 November 2020,"An eyeopening film about our past, present, and future!"
Racing Extinction,10/10,30 November 2020,It starts with one to make a change !
Racing Extinction,10/10,30 November 2020,Everyone should recommend this documentary
Racing Extinction,7/10,12 September 2020,Really useful documentary that should be watched
The True Cost,7/10,28 March 2021,Well-made documentary about the clothing industry.
The True Cost,8/10,30 November 2020,Definitely worth a watch.
The True Cost,10/10,11 October 2019,Compulsory Consumption
The True Cost,10/10,24 March 2019,Must Watch -
The True Cost,9/10,24 February 2019,Makes you think about your choices
The True Cost,ersbel,7 February 2019,The true cost: human progress
The True Cost,9/10,30 January 2019,PLEASE WATCH THIS FOR RAISING QUESTIONS... AND THEN FIND ANSWERS YOURSELF...
The True Cost,9/10,21 January 2019,Everyone should see this.
The True Cost,5/10,3 January 2019,Truth mixed with Ideology and Propaganda
The True Cost,8/10,2 October 2018,Passionate and compassionate account of fast fashion's social and environmental impacts
Terms and Conditions May Apply,10/10,5 June 2021,Very good work
Terms and Conditions May Apply,9/10,1 November 2020,"Nothing free's really that free, eh?"
Terms and Conditions May Apply,7/10,11 September 2020,Relevant even today in 2020
Terms and Conditions May Apply,6/10,26 September 2018,"A Doc Ahead of the Curve, But Hampered By a Libertarian Bias"
Terms and Conditions May Apply,10/10,12 July 2018,"If use Facebook, Google, internet, or smart phone... Watch it!"
Terms and Conditions May Apply,9/10,25 April 2017,Brilliant documentary about internet site terms and policies
Terms and Conditions May Apply,5/10,14 April 2017,Privacy is dead?
Terms and Conditions May Apply,10/10,2 October 2014,New Age STALKERS....Is PRIVACY dead ??? .......Absolutely !
Terms and Conditions May Apply,10/10,31 July 2014,One of the best Documentaries I've ever watched
Terms and Conditions May Apply,7/10,23 May 2014,An Interesting Look At Privacy in the Digital Age
The Age of Stupid,6/10,10 September 2023,"entertaining, in a voyeuristic way."
The Age of Stupid,1/10,25 September 2022,Nuclear Power
The Age of Stupid,7/10,17 November 2021,Too little has changed in last 12 years
The Age of Stupid,5/10,27 May 2021,"Old movie, current message, but says nothing new"
The Age of Stupid,10/10,14 February 2021,Magnificent documentary...
The Age of Stupid,10/10,6 January 2020,"10 years later, even more powerful"
The Age of Stupid,1/10,8 November 2019,Climate change...
The Age of Stupid,1/10,15 May 2019,"Upside-down, Backwards and Inside-Out"
The Age of Stupid,5/10,19 April 2019,It might be truthful
The Age of Stupid,random-70778,18 April 2019,Fact is the issue is population control
The Weight of Chains,10/10,31 October 2023,Finally a balanced view to present to us Western Audiences
The Weight of Chains,1/10,31 March 2023,Joseph Goebbels couldn't have made a better movie
The Weight of Chains,1/10,28 March 2023,Propaganda
The Weight of Chains,10/10,13 October 2022,Too generous.
The Weight of Chains,9/10,14 December 2021,"Very good docu, recommended! Lot of eye openers!"
The Weight of Chains,6/10,21 April 2021,complicated
The Weight of Chains,1/10,3 February 2021,Well made waste of time
The Weight of Chains,3/10,9 December 2020,Extremely Biased
The Weight of Chains,10/10,28 April 2020,MUST SEE FOR ALL EX-JUGOSLAVS
The Weight of Chains,1/10,5 October 2019,A movie based on a lie
How to Survive a Plague,9/10,16 July 2022,Fascinating and well made
How to Survive a Plague,7/10,25 September 2020,A good snapshot of an earlier era
How to Survive a Plague,8/10,30 March 2018,Inspiring
How to Survive a Plague,8/10,18 February 2016,The beautiful story of a movement to save homosexual men and women's lives...
How to Survive a Plague,9/10,31 December 2013,PBS Telecast: The Good and the Bad
How to Survive a Plague,7/10,1 December 2013,Staggering
How to Survive a Plague,10/10,24 June 2013,Great and extremely sad film. Glad that I stumbled upon it.
How to Survive a Plague,7/10,16 June 2013,"If my rating was based solely on the people in this documentary, I'd give them all a 10 for their courage and perseverance"
How to Survive a Plague,3/10,14 April 2013,not very interesting
How to Survive a Plague,8/10,20 March 2013,"In some cases, words and actions can save a million lives"
Korengal,6/10,12 August 2023,Korengal
Korengal,9/10,12 December 2015,From Someone Who Was There
Korengal,9/10,16 August 2015,In many ways better than Resteppo
Korengal,5/10,23 May 2015,Strangely unengaging documentary
Korengal,7/10,10 April 2015,not as visceral or immediate as Restrepo
Korengal,7/10,23 January 2015,Review: Korengal (2014) - War Journalism At It's Second Best
Korengal,8/10,29 December 2014,Great follow-up to Restrepo
Korengal,9/10,7 July 2014,Great Movie
Korengal,dethangil,16 June 2014,Beautiful
Korengal,,,
The Culture High,10/10,18 April 2022,THEY GAVE ME 10 AND I WANNA GO HIGHER!!!!
The Culture High,10/10,15 September 2016,Wonderful education tool
The Culture High,8/10,9 May 2016,Culture High is a very informative film with strong evidence to support its claims and many interesting ideas to think about after it is over.
The Culture High,6/10,4 April 2016,Chills..
The Culture High,10/10,27 February 2016,Important to watch
The Culture High,8/10,6 December 2015,"Good in parts, but undisciplined"
The Culture High,2/10,6 December 2015,Onesided propaganda
The Culture High,1/10,1 October 2015,One sided biased propaganda
The Culture High,4/10,18 May 2015,Missed Opportunity to Make the Case for Marijuana Law Reform
